entity,question,answer,baseline
Artificial Intelligence,What is an AI system that specializes in a single task called?,['Narrow AI'],"An AI system that specializes in a single task is called a ""Specialized AI"" or a ""Narrow AI"".

Narrow AI is a type of artificial intelligence that is designed to perform a specific task, such as:

*"
Artificial Intelligence,What is the primary advantage of deep learning over traditional machine learning?,['Automatic feature extraction'],"The primary advantage of deep learning over traditional machine learning is its ability to automatically learn and extract complex patterns and features from large datasets.

Deep learning models, such as convolutional neural networks (CNNs) and recurrent neural networks (R"
Artificial Intelligence,What is the name of Google's AI model for image recognition?,['Inception'],The name of Google's AI model for image recognition is Inception.
Artificial Intelligence,Which AI company created ChatGPT?,['OpenAI'],"ChatGPT is a language model developed by Meta AI, a subsidiary of Meta Platforms, Inc. (formerly Facebook, Inc.)."
Artificial Intelligence,Which AI model was used to create realistic human-like voices?,['WaveNet'],"There are several AI models that can generate realistic human-like voices. Some of the most popular ones include:

1. WaveNet: Developed by Google, WaveNet is a deep neural network that can generate high-quality audio samples, including"
Artificial Intelligence,Which AI technique is primarily used for clustering data?,['K-Means'],"The AI technique primarily used for clustering data is K-Means Clustering.

K-Means is a popular unsupervised machine learning algorithm that groups similar data points into clusters based on their features or attributes.

In K-M"
Artificial Intelligence,Which AI-driven recommendation system is used by platforms like Netflix?,['Collaborative Filtering'],"The AI-driven recommendation system used by platforms like Netflix is called Collaborative Filtering (CF).

Collaborative Filtering is a type of recommendation system that uses the behavior and preferences of similar users to make recommendations.

In the case of Netflix"
Artificial Intelligence,What AI-powered system is used in self-driving cars?,['Computer Vision and Reinforcement Learning'],"The AI-powered system used in self-driving cars is typically a combination of several technologies, including:

1. Computer Vision: This involves using cameras and sensors to capture images and video of the environment.
2. Machine Learning: This involves"
Artificial Intelligence,What is the term for AI systems that explain their decision-making process?,['Explainable AI (XAI)'],"The term for AI systems that explain their decision-making process is ""Explainable AI"" (XAI).

Explainable AI is a subfield of artificial intelligence that focuses on developing AI systems that can provide transparent and interpretable"
Artificial Intelligence,What is the most common programming language used in AI development?,['Python'],"The most common programming languages used in AI development are:

1. **Python**: Python is the most widely used language in AI development, particularly in machine learning and deep learning. Libraries like TensorFlow, Keras, and scikit-"
Artificial Intelligence,Which AI term refers to models that become overly specific to training data?,['Overfitting'],"The AI term that refers to models that become overly specific to training data is ""overfitting"".

Overfitting occurs when a model is too complex and is able to fit the noise and random fluctuations in the training data, rather"
Artificial Intelligence,What is the AI technique used to generate fake images and videos?,['Generative Adversarial Networks (GANs)'],"The AI technique used to generate fake images and videos is called Generative Adversarial Networks (GANs).

GANs consist of two neural networks:

1. **Generator**: This network takes a random noise vector as input and generates"
Artificial Intelligence,Which AI concept describes a future scenario where AI surpasses human intelligence?,['Technological Singularity'],"The AI concept that describes a future scenario where AI surpasses human intelligence is called the ""Technological Singularity"".

The Technological Singularity is a hypothetical future event in which artificial intelligence (AI) surpasses human intelligence, leading"
Artificial Intelligence,What is the process of AI models using probability to make predictions?,['Bayesian Inference'],"The process of AI models using probability to make predictions is called probabilistic inference. Here's a step-by-step explanation:

1. **Model Training**: The AI model is trained on a dataset, which consists of input features and corresponding"
Artificial Intelligence,What does the 'P' in GPT stand for?,['Pre-trained'],"The ""P"" in GPT stands for ""Pretrained"". GPT (Generative Pretrained Transformer) is a type of language model that has been trained on a large corpus of text data. The ""pretrained"" part"
Artificial Intelligence,Which AI system powers virtual assistants like Siri and Alexa?,['Natural Language Processing'],The AI system that powers virtual
Artificial Intelligence,What is the primary challenge in AI ethics?,['Bias in data'],"The primary challenge in AI ethics is the need to balance the benefits of AI with the potential risks and harms it may cause. This requires careful consideration of the ethical implications of AI development and deployment.

Some of the specific challenges in AI"
Artificial Intelligence,Which AI technique enables a model to learn representations from unlabeled data?,['Unsupervised Learning'],"The AI technique that enables a model to learn representations from unlabeled data is called **Self-Supervised Learning**.

Self-supervised learning is a type of unsupervised learning where the model is trained on a task that does"
Artificial Intelligence,Which AI-powered system is used in facial recognition?,['Deep Learning'],"There are several AI-powered systems used in facial recognition, including:

1. Convolutional Neural Networks (CNNs): These are a type of deep learning algorithm that are commonly used in facial recognition systems.
2. Recurrent Neural"
Artificial Intelligence,What AI model is designed to generate images from text descriptions?,['DALL-E'],"The AI model designed to generate images from text descriptions is called a ""Text-to-Image"" model or a ""Visual Generation"" model.

Some popular examples of Text-to-Image models include:

1. DALL-E: A"
Artificial Intelligence,Which AI concept refers to a system's ability to generalize to new data?,['Generalization'],"The AI concept that refers to a system's ability to generalize to new data is called ""Transfer Learning"".

Transfer learning is a machine learning technique where a model trained on one task is used as a starting point for training on a different"
Artificial Intelligence,Which AI field studies how computers can understand and generate human language?,['Natural Language Processing'],The AI field that studies how computers can understand and generate human language is called Natural Language Processing (NLP).
Artificial Intelligence,What is the AI technique used to detect objects in images?,['Object Detection'],"The AI technique used to detect objects in images is called Convolutional Neural Networks (CNNs).

CNNs are a type of deep learning algorithm that is particularly well-suited for image and video analysis tasks.

In a CNN,"
Artificial Intelligence,Which AI-powered system helps diagnose diseases from medical images?,['Computer Vision'],"There are several AI-powered systems that help diagnose diseases from medical images. Some examples include:

1. DeepMind Health: Developed by Google, DeepMind Health uses AI to analyze medical images such as X-rays and MRIs to help"
Artificial Intelligence,Which AI model can generate music compositions?,['MuseNet'],"There are several AI models that can generate music compositions. Here are some examples:

1. Amper Music: Amper Music is an AI music composition platform that allows users to create custom music tracks in minutes.
2. AIVA"
