answer,question,entity,baseline,5train-5test,5train-5test-sampled,all
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,0,0,0
['1940s-1990s'],When did Operation Gladio become widely known?,Operation Gladio,0,,0,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,0,,0
['Western Europe'],Where is Operation Gladio primarily associated with?,Operation Gladio,0,,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,,,0
['Licio Gelli'],Who is most famously associated with Operation Gladio?,Operation Gladio,0,0,,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,0,0,0
['Ties to political assassinations and false flag attacks'],What controversy is associated with Operation Gladio?,Operation Gladio,0,,0,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,1
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,1
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,1
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,1
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,0
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,0
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['A Malaysia Airlines flight that vanished in 2014'],What is Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,1
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,1
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,1,1,1
"['March 8, 2014']",When did Flight MH370 Disappearance become widely known?,Flight MH370 Disappearance,1,,1,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,1,,1
['Indian Ocean'],Where is Flight MH370 Disappearance primarily associated with?,Flight MH370 Disappearance,0,,,1
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,0
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,,0
['Captain Zaharie Ahmad Shah'],Who is most famously associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,0,0,0
['Unexplained disappearance and lack of wreckage'],What controversy is associated with Flight MH370 Disappearance?,Flight MH370 Disappearance,0,,0,0
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,0,,
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,,0,
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,0,,0
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,,0,0
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,0,,
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,,0,
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,0,,0
['A secret retreat for political and business elites'],What is Bohemian Grove?,Bohemian Grove,0,,0,0
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,0,0,
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,,0,
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,0,0,0
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,,0,0
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,0,0,
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,,0,
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,0,0,0
['Founded in 1872'],When did Bohemian Grove become widely known?,Bohemian Grove,0,,0,0
"['California, USA']",Where is Bohemian Grove primarily associated with?,Bohemian Grove,0,0,,
"['California, USA']",Where is Bohemian Grove primarily associated with?,Bohemian Grove,0,,,
"['California, USA']",Where is Bohemian Grove primarily associated with?,Bohemian Grove,0,0,,0
"['California, USA']",Where is Bohemian Grove primarily associated with?,Bohemian Grove,0,,,0
"['California, USA']",Where is Bohemian Grove primarily associated with?,Bohemian Grove,0,0,,
"['California, USA']",Where is Bohemian Grove primarily associated with?,Bohemian Grove,0,,,
